,time,species,protein,ribo_density,delta,ribo_density_ave,codon,gfp_rbs,charging_rate,ecol
29,100.0,__cellularProtein_rbs,99.66666666666667,0.0,0.0,2.9353333333333333,0.7,1e-06,10000.0,0.02
30,100.0,free ribosome,202.0,0.0,3.333333333333343,2.9353333333333333,0.7,1e-06,10000.0,0.02
31,100.0,cellularProtein,41959.333333333336,2.98,16917.333333333336,2.9353333333333333,0.7,1e-06,10000.0,0.02
32,100.0,ATA_charged,6.0,0.0,0.33333333333333304,4.956333333333333,0.7,1e-06,10.0,0.04
33,100.0,ATA_uncharged,744.0,0.0,-0.33333333333337123,4.956333333333333,0.7,1e-06,10.0,0.04
34,100.0,TTT_charged,1721.6666666666667,0.0,-14.333333333333258,4.956333333333333,0.7,1e-06,10.0,0.04
35,100.0,TTT_uncharged,28.333333333333332,0.0,14.333333333333332,4.956333333333333,0.7,1e-06,10.0,0.04
36,100.0,__GFP_rbs,10.0,0.0,0.0,4.956333333333333,0.7,1e-06,10.0,0.04
37,100.0,__cellularProtein_rbs,100.0,0.0,2.3333333333333286,4.956333333333333,0.7,1e-06,10.0,0.04
38,100.0,free ribosome,0.0,0.0,-11.0,4.956333333333333,0.7,1e-06,10.0,0.04
39,100.0,cellularProtein,500.0,5.0,451.0,4.956333333333333,0.7,1e-06,10.0,0.04
40,100.0,ATA_charged,75.0,0.0,8.333333333333329,4.675,0.7,1e-06,100.0,0.04
41,100.0,ATA_uncharged,675.0,0.0,-8.333333333333371,4.675,0.7,1e-06,100.0,0.04
42,100.0,TTT_charged,1722.6666666666667,0.0,-0.33333333333325754,4.675,0.7,1e-06,100.0,0.04
43,100.0,TTT_uncharged,27.333333333333332,0.0,0.33333333333333215,4.675,0.7,1e-06,100.0,0.04
44,100.0,__GFP_rbs,10.0,0.0,0.0,4.675,0.7,1e-06,100.0,0.04
45,100.0,__cellularProtein_rbs,98.33333333333333,0.0,-1.3333333333333428,4.675,0.7,1e-06,100.0,0.04
46,100.0,free ribosome,46.0,0.0,33.333333333333336,4.675,0.7,1e-06,100.0,0.04
47,100.0,cellularProtein,6827.666666666667,4.54,2829.666666666667,4.675,0.7,1e-06,100.0,0.04
48,100.0,ATA_charged,436.6666666666667,0.0,-7.666666666666629,3.4226666666666667,0.7,1e-06,1000.0,0.04
49,100.0,ATA_uncharged,313.3333333333333,0.0,7.666666666666629,3.4226666666666667,0.7,1e-06,1000.0,0.04
50,100.0,TTT_charged,1735.0,0.0,0.0,3.4226666666666667,0.7,1e-06,1000.0,0.04
51,100.0,TTT_uncharged,15.0,0.0,0.0,3.4226666666666667,0.7,1e-06,1000.0,0.04
52,100.0,__GFP_rbs,10.0,0.0,0.0,3.4226666666666667,0.7,1e-06,1000.0,0.04
53,100.0,__cellularProtein_rbs,99.0,0.0,-1.0,3.4226666666666667,0.7,1e-06,1000.0,0.04
54,100.0,free ribosome,149.33333333333334,0.0,-15.0,3.4226666666666667,0.7,1e-06,1000.0,0.04
55,100.0,cellularProtein,31423.0,3.5066666666666664,12676.0,3.4226666666666667,0.7,1e-06,1000.0,0.04
56,100.0,ATA_charged,705.3333333333334,0.0,-3.0,2.923,0.7,1e-06,10000.0,0.04
57,100.0,ATA_uncharged,44.666666666666664,0.0,3.0,2.923,0.7,1e-06,10000.0,0.04
58,100.0,TTT_charged,1748.3333333333333,0.0,0.33333333333325754,2.923,0.7,1e-06,10000.0,0.04
59,100.0,TTT_uncharged,1.6666666666666667,0.0,-0.33333333333333326,2.923,0.7,1e-06,10000.0,0.04
60,100.0,__GFP_rbs,10.0,0.0,0.0,2.923,0.7,1e-06,10000.0,0.04
61,100.0,__cellularProtein_rbs,99.0,0.0,1.3333333333333286,2.923,0.7,1e-06,10000.0,0.04
62,100.0,free ribosome,203.0,0.0,-12.666666666666657,2.923,0.7,1e-06,10000.0,0.04
63,100.0,cellularProtein,42289.0,2.97,17019.666666666668,2.923,0.7,1e-06,10000.0,0.04
64,100.0,ATA_charged,7.333333333333333,0.0,-0.666666666666667,4.953333333333333,0.7,1e-06,10.0,0.06
65,100.0,ATA_uncharged,742.6666666666666,0.0,0.6666666666666288,4.953333333333333,0.7,1e-06,10.0,0.06
66,100.0,TTT_charged,1712.3333333333333,0.0,-2.333333333333485,4.953333333333333,0.7,1e-06,10.0,0.06
67,100.0,TTT_uncharged,37.666666666666664,0.0,2.3333333333333286,4.953333333333333,0.7,1e-06,10.0,0.06
68,100.0,__GFP_rbs,10.0,0.0,0.0,4.953333333333333,0.7,1e-06,10.0,0.06
69,100.0,__cellularProtein_rbs,100.0,0.0,2.6666666666666714,4.953333333333333,0.7,1e-06,10.0,0.06
70,100.0,free ribosome,0.0,0.0,-15.333333333333334,4.953333333333333,0.7,1e-06,10.0,0.06
71,100.0,cellularProtein,500.0,5.0,411.6666666666667,4.953333333333333,0.7,1e-06,10.0,0.06
72,100.0,ATA_charged,78.0,0.0,7.666666666666671,4.6466666666666665,0.7,1e-06,100.0,0.06
73,100.0,ATA_uncharged,672.0,0.0,-7.666666666666629,4.6466666666666665,0.7,1e-06,100.0,0.06
74,100.0,TTT_charged,1702.0,0.0,-5.6666666666667425,4.6466666666666665,0.7,1e-06,100.0,0.06
75,100.0,TTT_uncharged,48.0,0.0,5.666666666666664,4.6466666666666665,0.7,1e-06,100.0,0.06
76,100.0,__GFP_rbs,10.0,0.0,0.0,4.6466666666666665,0.7,1e-06,100.0,0.06
77,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.0,4.6466666666666665,0.7,1e-06,100.0,0.06
78,100.0,free ribosome,30.0,0.0,10.0,4.6466666666666665,0.7,1e-06,100.0,0.06
79,100.0,cellularProtein,6971.666666666667,4.7,2924.666666666667,4.6466666666666665,0.7,1e-06,100.0,0.06
80,100.0,ATA_charged,437.0,0.0,-7.666666666666686,3.4486666666666665,0.7,1e-06,1000.0,0.06
81,100.0,ATA_uncharged,313.0,0.0,7.666666666666686,3.4486666666666665,0.7,1e-06,1000.0,0.06
82,100.0,TTT_charged,1729.3333333333333,0.0,0.0,3.4486666666666665,0.7,1e-06,1000.0,0.06
83,100.0,TTT_uncharged,20.666666666666668,0.0,0.0,3.4486666666666665,0.7,1e-06,1000.0,0.06
84,100.0,__GFP_rbs,10.0,0.0,0.0,3.4486666666666665,0.7,1e-06,1000.0,0.06
85,100.0,__cellularProtein_rbs,99.0,0.0,0.6666666666666714,3.4486666666666665,0.7,1e-06,1000.0,0.06
86,100.0,free ribosome,152.66666666666666,0.0,-6.666666666666686,3.4486666666666665,0.7,1e-06,1000.0,0.06
87,100.0,cellularProtein,31847.666666666668,3.473333333333333,12857.666666666668,3.4486666666666665,0.7,1e-06,1000.0,0.06
88,100.0,ATA_charged,711.0,0.0,2.3333333333333712,2.9230000000000005,0.7,1e-06,10000.0,0.06
89,100.0,ATA_uncharged,39.0,0.0,-2.3333333333333357,2.9230000000000005,0.7,1e-06,10000.0,0.06
90,100.0,TTT_charged,1748.0,0.0,2.3333333333332575,2.9230000000000005,0.7,1e-06,10000.0,0.06
91,100.0,TTT_uncharged,2.0,0.0,-2.333333333333333,2.9230000000000005,0.7,1e-06,10000.0,0.06
92,100.0,__GFP_rbs,10.0,0.0,0.0,2.9230000000000005,0.7,1e-06,10000.0,0.06
93,100.0,__cellularProtein_rbs,97.33333333333333,0.0,-1.6666666666666714,2.9230000000000005,0.7,1e-06,10000.0,0.06
94,100.0,free ribosome,203.33333333333334,0.0,-15.666666666666657,2.9230000000000005,0.7,1e-06,10000.0,0.06
95,100.0,cellularProtein,42582.666666666664,2.966666666666667,17148.333333333332,2.9230000000000005,0.7,1e-06,10000.0,0.06
96,100.0,ATA_charged,7.666666666666667,0.0,-1.666666666666667,4.954329966666667,0.7,1e-06,10.0,0.08
97,100.0,ATA_uncharged,742.3333333333334,0.0,1.6666666666667425,4.954329966666667,0.7,1e-06,10.0,0.08
98,100.0,TTT_charged,1687.3333333333333,0.0,-8.333333333333485,4.954329966666667,0.7,1e-06,10.0,0.08
99,100.0,TTT_uncharged,62.666666666666664,0.0,8.333333333333329,4.954329966666667,0.7,1e-06,10.0,0.08
100,100.0,__GFP_rbs,10.0,0.0,0.0,4.954329966666667,0.7,1e-06,10.0,0.08
101,100.0,__cellularProtein_rbs,100.0,0.0,4.333333333333329,4.954329966666667,0.7,1e-06,10.0,0.08
102,100.0,free ribosome,0.0,0.0,-18.0,4.954329966666667,0.7,1e-06,10.0,0.08
103,100.0,cellularProtein,500.0,5.0,353.33333333333337,4.954329966666667,0.7,1e-06,10.0,0.08
104,100.0,ATA_charged,68.66666666666667,0.0,-7.666666666666657,4.629333333333333,0.7,1e-06,100.0,0.08
105,100.0,ATA_uncharged,681.3333333333334,0.0,7.6666666666667425,4.629333333333333,0.7,1e-06,100.0,0.08
106,100.0,TTT_charged,1701.3333333333333,0.0,5.3333333333332575,4.629333333333333,0.7,1e-06,100.0,0.08
107,100.0,TTT_uncharged,48.666666666666664,0.0,-5.333333333333336,4.629333333333333,0.7,1e-06,100.0,0.08
108,100.0,__GFP_rbs,10.0,0.0,0.0,4.629333333333333,0.7,1e-06,100.0,0.08
109,100.0,__cellularProtein_rbs,98.66666666666667,0.0,-0.3333333333333286,4.629333333333333,0.7,1e-06,100.0,0.08
110,100.0,free ribosome,30.0,0.0,-3.6666666666666643,4.629333333333333,0.7,1e-06,100.0,0.08
111,100.0,cellularProtein,7090.333333333333,4.7,2966.333333333333,4.629333333333333,0.7,1e-06,100.0,0.08
112,100.0,ATA_charged,429.0,0.0,-20.666666666666686,3.4490000000000003,0.7,1e-06,1000.0,0.08
113,100.0,ATA_uncharged,321.0,0.0,20.666666666666686,3.4490000000000003,0.7,1e-06,1000.0,0.08
114,100.0,TTT_charged,1721.3333333333333,0.0,0.6666666666665151,3.4490000000000003,0.7,1e-06,1000.0,0.08
115,100.0,TTT_uncharged,28.666666666666668,0.0,-0.6666666666666643,3.4490000000000003,0.7,1e-06,1000.0,0.08
116,100.0,__GFP_rbs,10.0,0.0,0.0,3.4490000000000003,0.7,1e-06,1000.0,0.08
117,100.0,__cellularProtein_rbs,99.66666666666667,0.0,0.3333333333333428,3.4490000000000003,0.7,1e-06,1000.0,0.08
118,100.0,free ribosome,155.33333333333334,0.0,-4.333333333333314,3.4490000000000003,0.7,1e-06,1000.0,0.08
119,100.0,cellularProtein,32324.333333333332,3.4466666666666668,13048.666666666664,3.4490000000000003,0.7,1e-06,1000.0,0.08
120,100.0,ATA_charged,716.6666666666666,0.0,5.3333333333332575,2.8916666666666666,0.7,1e-06,10000.0,0.08
121,100.0,ATA_uncharged,33.333333333333336,0.0,-5.333333333333329,2.8916666666666666,0.7,1e-06,10000.0,0.08
122,100.0,TTT_charged,1743.3333333333333,0.0,-1.333333333333485,2.8916666666666666,0.7,1e-06,10000.0,0.08
123,100.0,TTT_uncharged,6.666666666666667,0.0,1.333333333333334,2.8916666666666666,0.7,1e-06,10000.0,0.08
124,100.0,__GFP_rbs,10.0,0.0,0.0,2.8916666666666666,0.7,1e-06,10000.0,0.08
125,100.0,__cellularProtein_rbs,99.66666666666667,0.0,0.0,2.8916666666666666,0.7,1e-06,10000.0,0.08
126,100.0,free ribosome,210.66666666666666,0.0,1.3333333333333144,2.8916666666666666,0.7,1e-06,10000.0,0.08
127,100.0,cellularProtein,42986.333333333336,2.893333333333333,17305.666666666668,2.8916666666666666,0.7,1e-06,10000.0,0.08
128,100.0,ATA_charged,8.666666666666666,0.0,-0.3333333333333339,4.944333333333334,0.7,1e-06,10.0,0.1
129,100.0,ATA_uncharged,741.3333333333334,0.0,0.33333333333337123,4.944333333333334,0.7,1e-06,10.0,0.1
130,100.0,TTT_charged,1665.0,0.0,0.6666666666667425,4.944333333333334,0.7,1e-06,10.0,0.1
131,100.0,TTT_uncharged,85.0,0.0,-0.6666666666666714,4.944333333333334,0.7,1e-06,10.0,0.1
132,100.0,__GFP_rbs,10.0,0.0,0.0,4.944333333333334,0.7,1e-06,10.0,0.1
133,100.0,__cellularProtein_rbs,100.0,0.0,6.666666666666671,4.944333333333334,0.7,1e-06,10.0,0.1
134,100.0,free ribosome,0.0,0.0,-30.666666666666668,4.944333333333334,0.7,1e-06,10.0,0.1
135,100.0,cellularProtein,500.0,5.0,284.0,4.944333333333334,0.7,1e-06,10.0,0.1
136,100.0,ATA_charged,70.33333333333333,0.0,-0.6666666666666714,4.617333333333334,0.7,1e-06,100.0,0.1
137,100.0,ATA_uncharged,679.6666666666666,0.0,0.6666666666666288,4.617333333333334,0.7,1e-06,100.0,0.1
138,100.0,TTT_charged,1672.0,0.0,7.0,4.617333333333334,0.7,1e-06,100.0,0.1
139,100.0,TTT_uncharged,78.0,0.0,-7.0,4.617333333333334,0.7,1e-06,100.0,0.1
140,100.0,__GFP_rbs,10.0,0.0,0.0,4.617333333333334,0.7,1e-06,100.0,0.1
141,100.0,__cellularProtein_rbs,97.66666666666667,0.0,-1.3333333333333286,4.617333333333334,0.7,1e-06,100.0,0.1
142,100.0,free ribosome,44.0,0.0,-7.666666666666664,4.617333333333334,0.7,1e-06,100.0,0.1
143,100.0,cellularProtein,7276.333333333333,4.56,3008.333333333333,4.617333333333334,0.7,1e-06,100.0,0.1
144,100.0,ATA_charged,457.6666666666667,0.0,-9.666666666666629,3.364333333333333,0.7,1e-06,1000.0,0.1
145,100.0,ATA_uncharged,292.3333333333333,0.0,9.666666666666629,3.364333333333333,0.7,1e-06,1000.0,0.1
146,100.0,TTT_charged,1715.3333333333333,0.0,-2.6666666666667425,3.364333333333333,0.7,1e-06,1000.0,0.1
147,100.0,TTT_uncharged,34.666666666666664,0.0,2.6666666666666643,3.364333333333333,0.7,1e-06,1000.0,0.1
148,100.0,__GFP_rbs,10.0,0.0,0.0,3.364333333333333,0.7,1e-06,1000.0,0.1
149,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.3333333333333286,3.364333333333333,0.7,1e-06,1000.0,0.1
150,100.0,free ribosome,168.66666666666666,0.0,0.6666666666666572,3.364333333333333,0.7,1e-06,1000.0,0.1
151,100.0,cellularProtein,32797.333333333336,3.313333333333333,13228.000000000004,3.364333333333333,0.7,1e-06,1000.0,0.1
152,100.0,ATA_charged,713.3333333333334,0.0,5.333333333333371,2.8986666666666667,0.7,1e-06,10000.0,0.1
153,100.0,ATA_uncharged,36.666666666666664,0.0,-5.333333333333336,2.8986666666666667,0.7,1e-06,10000.0,0.1
154,100.0,TTT_charged,1747.0,0.0,1.3333333333332575,2.8986666666666667,0.7,1e-06,10000.0,0.1
155,100.0,TTT_uncharged,3.0,0.0,-1.333333333333333,2.8986666666666667,0.7,1e-06,10000.0,0.1
156,100.0,__GFP_rbs,10.0,0.0,0.0,2.8986666666666667,0.7,1e-06,10000.0,0.1
157,100.0,__cellularProtein_rbs,99.0,0.0,-0.3333333333333286,2.8986666666666667,0.7,1e-06,10000.0,0.1
158,100.0,free ribosome,210.33333333333334,0.0,8.0,2.8986666666666667,0.7,1e-06,10000.0,0.1
159,100.0,cellularProtein,43297.666666666664,2.896666666666667,17422.333333333332,2.8986666666666667,0.7,1e-06,10000.0,0.1
160,100.0,ATA_charged,6.666666666666667,0.0,-1.666666666666667,4.947666666666667,0.7,1e-06,10.0,0.12
161,100.0,ATA_uncharged,743.3333333333334,0.0,1.6666666666667425,4.947666666666667,0.7,1e-06,10.0,0.12
162,100.0,TTT_charged,1642.0,0.0,-3.6666666666667425,4.947666666666667,0.7,1e-06,10.0,0.12
163,100.0,TTT_uncharged,108.0,0.0,3.6666666666666714,4.947666666666667,0.7,1e-06,10.0,0.12
164,100.0,__GFP_rbs,10.0,0.0,0.0,4.947666666666667,0.7,1e-06,10.0,0.12
165,100.0,__cellularProtein_rbs,100.0,0.0,5.0,4.947666666666667,0.7,1e-06,10.0,0.12
166,100.0,free ribosome,0.0,0.0,-33.333333333333336,4.947666666666667,0.7,1e-06,10.0,0.12
167,100.0,cellularProtein,500.0,5.0,210.33333333333331,4.947666666666667,0.7,1e-06,10.0,0.12
168,100.0,ATA_charged,61.333333333333336,0.0,-14.666666666666664,4.636333333333333,0.7,1e-06,100.0,0.12
169,100.0,ATA_uncharged,688.6666666666666,0.0,14.666666666666629,4.636333333333333,0.7,1e-06,100.0,0.12
170,100.0,TTT_charged,1649.3333333333333,0.0,-14.333333333333485,4.636333333333333,0.7,1e-06,100.0,0.12
171,100.0,TTT_uncharged,100.66666666666667,0.0,14.333333333333343,4.636333333333333,0.7,1e-06,100.0,0.12
172,100.0,__GFP_rbs,10.0,0.0,0.0,4.636333333333333,0.7,1e-06,100.0,0.12
173,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.6666666666666572,4.636333333333333,0.7,1e-06,100.0,0.12
174,100.0,free ribosome,29.333333333333332,0.0,-22.000000000000004,4.636333333333333,0.7,1e-06,100.0,0.12
175,100.0,cellularProtein,7447.333333333333,4.706666666666666,3033.333333333333,4.636333333333333,0.7,1e-06,100.0,0.12
176,100.0,ATA_charged,442.6666666666667,0.0,-4.333333333333314,3.396,0.7,1e-06,1000.0,0.12
177,100.0,ATA_uncharged,307.3333333333333,0.0,4.333333333333314,3.396,0.7,1e-06,1000.0,0.12
178,100.0,TTT_charged,1709.3333333333333,0.0,-4.0,3.396,0.7,1e-06,1000.0,0.12
179,100.0,TTT_uncharged,40.666666666666664,0.0,4.0,3.396,0.7,1e-06,1000.0,0.12
180,100.0,__GFP_rbs,10.0,0.0,0.0,3.396,0.7,1e-06,1000.0,0.12
181,100.0,__cellularProtein_rbs,99.0,0.0,-0.3333333333333286,3.396,0.7,1e-06,1000.0,0.12
182,100.0,free ribosome,157.0,0.0,-4.0,3.396,0.7,1e-06,1000.0,0.12
183,100.0,cellularProtein,33274.0,3.4299999999999997,13422.0,3.396,0.7,1e-06,1000.0,0.12
184,100.0,ATA_charged,706.3333333333334,0.0,-10.666666666666629,2.880333333333333,0.7,1e-06,10000.0,0.12
185,100.0,ATA_uncharged,43.666666666666664,0.0,10.666666666666664,2.880333333333333,0.7,1e-06,10000.0,0.12
186,100.0,TTT_charged,1746.6666666666667,0.0,3.0,2.880333333333333,0.7,1e-06,10000.0,0.12
187,100.0,TTT_uncharged,3.3333333333333335,0.0,-2.9999999999999996,2.880333333333333,0.7,1e-06,10000.0,0.12
188,100.0,__GFP_rbs,10.0,0.0,0.0,2.880333333333333,0.7,1e-06,10000.0,0.12
189,100.0,__cellularProtein_rbs,99.33333333333333,0.0,-0.6666666666666714,2.880333333333333,0.7,1e-06,10000.0,0.12
190,100.0,free ribosome,207.0,0.0,-5.0,2.880333333333333,0.7,1e-06,10000.0,0.12
191,100.0,cellularProtein,43577.0,2.9299999999999997,17552.0,2.880333333333333,0.7,1e-06,10000.0,0.12
192,100.0,ATA_charged,6.0,0.0,-5.666666666666666,4.953622900000001,0.7,1e-06,10.0,0.14
193,100.0,ATA_uncharged,744.0,0.0,5.666666666666629,4.953622900000001,0.7,1e-06,10.0,0.14
194,100.0,TTT_charged,1610.0,0.0,3.0,4.953622900000001,0.7,1e-06,10.0,0.14
195,100.0,TTT_uncharged,140.0,0.0,-3.0,4.953622900000001,0.7,1e-06,10.0,0.14
196,100.0,__GFP_rbs,10.0,0.0,0.0,4.953622900000001,0.7,1e-06,10.0,0.14
197,100.0,__cellularProtein_rbs,100.0,0.0,5.666666666666671,4.953622900000001,0.7,1e-06,10.0,0.14
198,100.0,free ribosome,0.0,0.0,-29.666666666666668,4.953622900000001,0.7,1e-06,10.0,0.14
199,100.0,cellularProtein,500.0,5.0,121.66666666666669,4.953622900000001,0.7,1e-06,10.0,0.14
200,100.0,ATA_charged,70.66666666666667,0.0,-1.6666666666666572,4.637333333333333,0.7,1e-06,100.0,0.14
201,100.0,ATA_uncharged,679.3333333333334,0.0,1.6666666666667425,4.637333333333333,0.7,1e-06,100.0,0.14
202,100.0,TTT_charged,1639.6666666666667,0.0,4.6666666666667425,4.637333333333333,0.7,1e-06,100.0,0.14
203,100.0,TTT_uncharged,110.33333333333333,0.0,-4.666666666666671,4.637333333333333,0.7,1e-06,100.0,0.14
204,100.0,__GFP_rbs,10.0,0.0,0.0,4.637333333333333,0.7,1e-06,100.0,0.14
205,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.3333333333333286,4.637333333333333,0.7,1e-06,100.0,0.14
206,100.0,free ribosome,34.0,0.0,12.0,4.637333333333333,0.7,1e-06,100.0,0.14
207,100.0,cellularProtein,7609.0,4.66,3123.0,4.637333333333333,0.7,1e-06,100.0,0.14
208,100.0,ATA_charged,453.3333333333333,0.0,1.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
209,100.0,ATA_uncharged,296.6666666666667,0.0,-1.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
210,100.0,TTT_charged,1695.6666666666667,0.0,-8.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
211,100.0,TTT_uncharged,54.333333333333336,0.0,8.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
212,100.0,__GFP_rbs,10.0,0.0,0.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
213,100.0,__cellularProtein_rbs,99.66666666666667,0.0,0.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
214,100.0,free ribosome,166.66666666666666,0.0,-12.0,3.3086666666666664,0.7,1e-06,1000.0,0.14
215,100.0,cellularProtein,33749.0,3.3333333333333335,13599.333333333332,3.3086666666666664,0.7,1e-06,1000.0,0.14
216,100.0,ATA_charged,709.3333333333334,0.0,-1.0,2.896,0.7,1e-06,10000.0,0.14
217,100.0,ATA_uncharged,40.666666666666664,0.0,1.0,2.896,0.7,1e-06,10000.0,0.14
218,100.0,TTT_charged,1744.3333333333333,0.0,-1.6666666666667425,2.896,0.7,1e-06,10000.0,0.14
219,100.0,TTT_uncharged,5.666666666666667,0.0,1.666666666666667,2.896,0.7,1e-06,10000.0,0.14
220,100.0,__GFP_rbs,10.0,0.0,0.0,2.896,0.7,1e-06,10000.0,0.14
221,100.0,__cellularProtein_rbs,99.66666666666667,0.0,-0.3333333333333286,2.896,0.7,1e-06,10000.0,0.14
222,100.0,free ribosome,198.66666666666666,0.0,-16.666666666666686,2.896,0.7,1e-06,10000.0,0.14
223,100.0,cellularProtein,43900.333333333336,3.0133333333333336,17686.000000000004,2.896,0.7,1e-06,10000.0,0.14
224,100.0,ATA_charged,6.0,0.0,-2.333333333333334,4.9590000000000005,0.7,1e-06,10.0,0.16
225,100.0,ATA_uncharged,744.0,0.0,2.3333333333333712,4.9590000000000005,0.7,1e-06,10.0,0.16
226,100.0,TTT_charged,1616.6666666666667,0.0,12.666666666666742,4.9590000000000005,0.7,1e-06,10.0,0.16
227,100.0,TTT_uncharged,133.33333333333334,0.0,-12.666666666666657,4.9590000000000005,0.7,1e-06,10.0,0.16
228,100.0,__GFP_rbs,10.0,0.0,0.0,4.9590000000000005,0.7,1e-06,10.0,0.16
229,100.0,__cellularProtein_rbs,100.0,0.0,7.0,4.9590000000000005,0.7,1e-06,10.0,0.16
230,100.0,free ribosome,0.3333333333333333,0.0,-20.333333333333336,4.9590000000000005,0.7,1e-06,10.0,0.16
231,100.0,cellularProtein,500.6666666666667,4.996666666666667,63.0,4.9590000000000005,0.7,1e-06,10.0,0.16
232,100.0,ATA_charged,73.66666666666667,0.0,0.0,4.634,0.7,1e-06,100.0,0.16
233,100.0,ATA_uncharged,676.3333333333334,0.0,0.0,4.634,0.7,1e-06,100.0,0.16
234,100.0,TTT_charged,1625.6666666666667,0.0,6.6666666666667425,4.634,0.7,1e-06,100.0,0.16
235,100.0,TTT_uncharged,124.33333333333333,0.0,-6.666666666666671,4.634,0.7,1e-06,100.0,0.16
236,100.0,__GFP_rbs,10.0,0.0,0.0,4.634,0.7,1e-06,100.0,0.16
237,100.0,__cellularProtein_rbs,98.33333333333333,0.0,-1.0,4.634,0.7,1e-06,100.0,0.16
238,100.0,free ribosome,45.666666666666664,0.0,18.666666666666664,4.634,0.7,1e-06,100.0,0.16
239,100.0,cellularProtein,7813.666666666667,4.543333333333333,3252.333333333334,4.634,0.7,1e-06,100.0,0.16
240,100.0,ATA_charged,456.0,0.0,-4.0,3.3376666666666663,0.7,1e-06,1000.0,0.16
241,100.0,ATA_uncharged,294.0,0.0,4.0,3.3376666666666663,0.7,1e-06,1000.0,0.16
242,100.0,TTT_charged,1691.0,0.0,0.33333333333325754,3.3376666666666663,0.7,1e-06,1000.0,0.16
243,100.0,TTT_uncharged,59.0,0.0,-0.3333333333333357,3.3376666666666663,0.7,1e-06,1000.0,0.16
